Country.of.Origin,Harvest.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_mean_meters,altitude_reportada,humedad_reportada,grupo
Taiwan,2013.0,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,0,0.0,Green,0,300.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0.13,0,0.0,Green,12,1186.0,1,1,1
Thailand,,Peaberry,Desconocido,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,,0,0.0,Desconocido,0,,0,0,1
Laos,2016.0,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,,0,0.0,Green,0,1300.0,1,0,1
Guatemala,2013.0,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,0,0.0,Green,1,1200.0,1,1,1
Mexico,2012.0,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,0,0.0,Green,7,1210.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,0,0.0,Green,3,1100.0,1,1,1
Mexico,2012.0,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,0,0.0,Green,1,,0,1,1
United States (Hawaii),2012.0,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,2,0.0,Blue-Green,0,,0,1,1
Colombia,2010.0,Desconocido,Desconocido,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,0,0.0,Desconocido,1,1800.0,1,1,1
Brazil,2015.0,Desconocido,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,,0,0.0,Green,1,,0,0,1
Myanmar,2015.0,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,,0,0.0,Green,2,,0,0,1
Guatemala,2015.0,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,0,0.0,Green,1,1706.88,1,1,1
Nicaragua,2015.0,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,5,,0,1,1
Honduras,2015.0,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,Green,2,1450.0,1,1,1
Panama,2014.0,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,1,0.0,Green,4,1680.0,1,1,1
Honduras,2015.0,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,Green,2,1350.0,1,1,1
Honduras,2015.0,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,Green,1,1450.0,1,1,1
Costa Rica,2014.0,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,0,0.0,Green,0,1300.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,0,0.0,Green,2,1200.0,1,1,0
Haiti,2012.0,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,Green,0,1000.0,1,1,1
United States (Hawaii),2011.0,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,0,0.0,Bluish-Green,6,,0,1,1
Taiwan,2016.0,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,,0,0.0,Green,1,,0,0,1
Indonesia,2015.0,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,0,0.0,Blue-Green,1,1350.0,1,1,0
Guatemala,2015.0,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0.11,0,0.0,Green,0,1500.0,1,1,1
Costa Rica,2015.0,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0.11,0,0.0,Blue-Green,4,,0,1,2
Malawi,2014.0,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,0,0.0,Bluish-Green,1,995.0,1,1,1
Mexico,2014.0,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,0,0.0,Green,4,1200.0,1,1,1
Colombia,2014.0,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,,0,0.0,Desconocido,1,1550.0,1,0,0
Guatemala,2013.0,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,0,0.0,Green,5,1550.0,1,1,1
Guatemala,2012.0,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,0,0.0,Green,2,,0,1,1
Guatemala,2012.0,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,0,0.0,Green,3,,0,1,1
Colombia,,Desconocido,Desconocido,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0.18,0,0.0,Desconocido,2,,0,1,1
Brazil,2016.0,Desconocido,Desconocido,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,0,0.0,Green,7,,0,1,1
Nicaragua,2016.0,Desconocido,Desconocido,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0.11,0,1.0,Green,0,,0,1,1
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,0,0.0,Bluish-Green,1,1400.0,1,1,1
Brazil,2014.0,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,,0,0.0,Green,3,1200.0,1,0,1
Honduras,2014.0,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0.0,Green,5,1400.0,1,1,1
Guatemala,2014.0,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,0,0.0,Green,5,1383.792,1,1,1
United States (Hawaii),,Desconocido,Desconocido,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,,0,0.0,Desconocido,0,,0,0,2
Colombia,,Desconocido,Desconocido,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,80.58,,0,0.0,Desconocido,2,,0,0,1
Taiwan,2017.0,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,,0,0.0,Blue-Green,0,,0,0,1
Guatemala,2017.0,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0,0.0,Green,4,1500.0,1,1,1
Honduras,2017.0,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0.11,0,0.0,Green,5,1650.0,1,1,1
Mauritius,2016.0,Desconocido,Desconocido,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,0,0.0,Green,0,280.0,1,1,1
Brazil,2015.0,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,0,0.0,Green,3,1250.0,1,1,1
Myanmar,2015.0,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,,0,0.0,Green,2,,0,0,1
Guatemala,2014.0,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,0,0.0,Green,3,1219.2,1,1,1
Brazil,2013.0,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,0,0.0,Desconocido,10,1250.0,1,1,0
United States (Hawaii),2013.0,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,1,0.0,Green,0,,0,1,0
Guatemala,2013.0,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,1,0.0,Green,1,1859.28,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,0,0.0,Desconocido,1,1450.0,1,1,1
Honduras,2016.0,Desconocido,Desconocido,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,0,0.0,Green,0,1450.0,1,1,1
Taiwan,2014.0,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,0.14,0,0.0,Green,0,600.0,1,1,1
El Salvador,2013.0,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,,0,0.0,Green,1,1450.0,1,0,1
China,2013.0,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,0,0.0,Green,14,1700.0,1,1,1
Taiwan,2013.0,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,0.11,0,0.0,Green,0,600.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,2,0.0,Green,4,1050.0,1,1,1
Mexico,2012.0,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,4,0.0,Green,16,1550.0,1,1,1
Burundi,2016.0,Desconocido,Desconocido,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0.12,0,0.0,Green,0,1700.0,1,1,1
"Tanzania, United Republic Of",2015.0,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,0,0.0,Green,5,1700.0,1,1,1
"Tanzania, United Republic Of",2014.0,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,0,0.0,Bluish-Green,5,,0,1,1
Taiwan,2013.0,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,0.11,0,0.0,Green,0,600.0,1,1,1
Guatemala,2013.0,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,1,0.0,Green,4,1310.64,1,1,1
Mexico,2012.0,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0.11,0,0.0,Green,21,940.0,1,1,1
United States (Hawaii),2012.0,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,5,0.0,Green,7,,0,1,1
Ethiopia,2010.0,Desconocido,Desconocido,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0.1,0,0.0,Desconocido,1,,0,1,0
Brazil,2017.0,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0.11,0,1.0,Green,1,995.0,1,1,1
Honduras,2016.0,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,0,0.0,Green,4,1400.0,1,1,1
Mexico,2016.0,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,0,0.0,Green,2,1600.0,1,1,1
Myanmar,2015.0,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,0.11,1,0.0,Green,26,914.4,1,1,1
Myanmar,2014.0,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,,0,0.0,Green,1,,0,0,1
Nicaragua,2015.0,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0.11,0,0.0,Green,2,900.0,1,1,1
United States (Hawaii),2014.0,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0.0,Green,13,,0,1,0
Colombia,2012.0,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0.0,Green,0,,0,1,2
Taiwan,2013.0,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0.11,0,0.0,Green,0,700.0,1,1,1
Guatemala,2012.0,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,1,0.0,Green,12,1400.0,1,1,1
Mexico,2012.0,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,2,0.0,Desconocido,8,808.0,1,1,1
Vietnam,2017.0,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,,0,0.0,Desconocido,2,1550.0,1,0,0
Nicaragua,2015.0,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,Desconocido,2,1187.5,1,1,1
Honduras,2015.0,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0.0,Green,0,1400.0,1,1,1
Guatemala,2013.0,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,0.11,0,0.0,Green,2,1310.64,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,0,0.0,Green,2,1250.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,0.14,1,0.0,Green,2,1550.0,1,1,0
Mexico,2012.0,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,80.17,0.12,0,0.0,Green,12,1000.0,1,1,1
Guatemala,2012.0,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,Green,5,1310.64,1,1,1
United States (Hawaii),,Desconocido,Desconocido,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0.0,Desconocido,1,,0,1,0
Brazil,2017.0,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,0,0.0,Green,5,1100.0,1,1,1
Taiwan,2014.0,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,0.07,0,0.0,Green,0,850.0,1,1,1
Nicaragua,2013.0,Desconocido,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0.1,0,0.0,Green,4,,0,1,1
Taiwan,2013.0,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,,0,1,1
Taiwan,2013.0,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,,0,1,1
Taiwan,2013.0,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,250.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,0.15,0,0.0,Desconocido,0,1300.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,0.14,1,0.0,Green,17,1300.0,1,1,1
Nicaragua,2017.0,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,80.0,0.1,0,0.0,Green,5,1250.0,1,1,1
Myanmar,2015.0,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80.0,,0,0.0,Green,4,,0,0,1
Mexico,2014.0,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80.0,,0,0.0,Green,2,1400.0,1,0,0
Taiwan,2013.0,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,80.0,0.11,0,0.0,Green,0,250.0,1,1,1
Thailand,2012.0,Desconocido,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,80.0,,0,0.0,Green,0,800.0,1,0,1
Mexico,2012.0,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80.0,0.12,0,0.0,Green,9,1250.0,1,1,1
Mexico,2012.0,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80.0,0.11,0,0.0,Green,12,1100.0,1,1,1
Ethiopia,2010.0,Desconocido,Desconocido,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80.0,0.05,0,0.0,Desconocido,2,,0,1,0
Colombia,2015.0,Desconocido,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,79.92,,0,0.0,Green,1,,0,0,0
United States (Hawaii),2014.0,Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,79.92,0.11,1,0.0,Green,3,,0,1,1
Mexico,2013.0,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,0.12,0,0.0,Green,4,1300.0,1,1,1
Mexico,2012.0,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,79.92,0.12,1,0.0,Green,7,1100.0,1,1,1
Mexico,2012.0,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,79.92,,0,0.0,Desconocido,0,1100.0,1,0,1
Mexico,2012.0,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,0.11,0,0.0,Green,3,1100.0,1,1,1
Mexico,2012.0,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,0.12,0,0.0,Green,6,1250.0,1,1,1
Mexico,2012.0,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,79.92,0.11,0,0.0,Green,0,1250.0,1,1,1
United States (Hawaii),,Desconocido,Desconocido,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,79.92,0.05,3,0.0,Desconocido,0,,0,1,0
Kenya,2017.0,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,0.11,0,1.0,Desconocido,5,1500.0,1,1,1
Guatemala,2017.0,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,0,0.0,Green,2,1700.0,1,1,1
Nicaragua,2014.0,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,79.83,0.11,0,0.0,Green,0,1250.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,0.12,0,0.0,Green,3,1300.0,1,1,1
United States (Hawaii),2012.0,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,79.83,0.12,7,0.0,Blue-Green,10,,0,1,1
Guatemala,2016.0,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4.0,Green,1,,0,1,0
Taiwan,2014.0,Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,,0,0.0,Desconocido,0,1000.0,1,0,0
Taiwan,2013.0,Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,79.75,0.1,0,0.0,Blue-Green,0,600.0,1,1,1
Thailand,2013.0,Desconocido,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,79.75,0.12,0,0.0,Green,0,800.0,1,1,1
Peru,2013.0,Desconocido,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,79.75,0.12,1,0.0,Green,2,,0,1,1
Costa Rica,2013.0,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,79.75,0.1,0,0.0,Bluish-Green,4,1100.0,1,1,0
Mexico,2013.0,Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,79.75,0.12,0,0.0,Green,4,1400.0,1,1,1
Mexico,2013.0,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,79.75,0.13,0,0.0,Green,4,1022.0,1,1,1
Mexico,2013.0,Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,79.75,0.12,0,0.0,Green,5,1300.0,1,1,1
Mexico,2012.0,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.75,0.14,0,0.0,Desconocido,0,1450.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,79.75,0.1,1,0.0,Green,22,1050.0,1,1,1
Guatemala,2012.0,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,79.75,,0,0.0,Green,4,,0,0,0
Mexico,2012.0,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,79.75,0.12,0,0.0,Desconocido,7,1100.0,1,1,1
Guatemala,2016.0,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2.0,Green,1,1219.2,1,1,0
El Salvador,2016.0,Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,79.67,,0,0.0,Bluish-Green,12,1250.0,1,0,1
Thailand,2013.0,Desconocido,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,79.67,0.12,0,0.0,Blue-Green,0,800.0,1,1,1
Guatemala,2013.0,Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,79.67,0.11,0,0.0,Green,6,1310.64,1,1,1
Mexico,2013.0,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,79.67,0.12,0,0.0,Green,6,1400.0,1,1,1
Mexico,2012.0,Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,79.67,0.13,5,0.0,Desconocido,6,975.0,1,1,1
Mexico,2012.0,Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,79.67,,0,0.0,Desconocido,9,1264.0,1,0,1
Thailand,,Peaberry,Desconocido,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,7.17,79.67,,1,0.0,Desconocido,0,,0,0,1
Mexico,2012.0,Typica,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,79.58,0.12,0,0.0,Desconocido,11,1250.0,1,1,1
Mexico,2012.0,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,79.58,0.13,0,0.0,Green,5,1550.0,1,1,1
Colombia,,Desconocido,Desconocido,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,79.58,0.1,0,0.0,Desconocido,4,1800.0,1,1,1
Guatemala,2009.0,Desconocido,Desconocido,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,79.58,0.17,1,0.0,Desconocido,19,1325.88,1,1,1
Nicaragua,2015.0,Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,79.5,0.12,0,0.0,Green,6,1050.0,1,1,1
Taiwan,2014.0,Typica,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,7.0,79.5,,0,0.0,Desconocido,1,700.0,1,0,1
Colombia,2013.0,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,79.5,,0,0.0,Green,2,1550.0,1,0,0
Mexico,2012.0,Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,79.5,0.12,1,0.0,Green,20,1550.0,1,1,1
Mexico,2012.0,Typica,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,79.5,0.12,0,0.0,Bluish-Green,5,1100.0,1,1,1
Guatemala,2013.0,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0.0,Green,2,1219.2,1,1,0
